sound_id,action,reason,el2n_score,class_idx,top_class_idx,top_class,class,pruning_ratio,fold,mode,dataset_source
802014,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4115699529647827,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809020,exclude,EL2N high score selected for pruning; top_class=m; class=m-m,1.4108290672302246,2,tensor(0),m,m-m,0.2,0,both,BSD35k-CS
809706,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4103151559829712,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802344,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4102635383605957,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809656,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4102449417114258,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802047,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4102270603179932,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802324,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4102226495742798,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802034,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4101290702819824,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809726,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4099805355072021,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802142,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4098849296569824,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809645,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4098747968673706,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809715,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4097956418991089,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798959,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409764051437378,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809736,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4097553491592407,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802001,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4097247123718262,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809703,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.409709095954895,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809740,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.409428596496582,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
800251,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409360647201538,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809730,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4093495607376099,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798257,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4093292951583862,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
837703,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-ex,1.4093176126480103,17,tensor(3),fx,fx-ex,0.2,0,both,BSD35k-CS
802415,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409309983253479,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809701,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4092152118682861,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798907,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409204363822937,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
798299,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4091873168945312,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
815877,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.4091732501983643,14,tensor(3),fx,fx-h,0.2,0,both,BSD35k-CS
801995,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4091283082962036,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802323,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4091017246246338,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809294,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.40910005569458,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802326,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4090749025344849,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809623,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4090511798858643,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798855,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4090489149093628,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802313,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4090118408203125,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802032,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4089791774749756,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802311,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4089709520339966,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802385,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4088935852050781,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802424,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4088162183761597,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809652,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4088009595870972,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
808872,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.4087474346160889,13,tensor(3),fx,fx-m,0.2,0,both,BSD35k-CS
802320,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4086885452270508,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802335,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4086641073226929,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809704,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4086344242095947,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798785,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.408561110496521,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802430,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4085112810134888,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802440,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.408480167388916,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
812387,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.4084614515304565,14,tensor(3),fx,fx-h,0.2,0,both,BSD35k-CS
811217,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-v,1.4084439277648926,12,tensor(3),fx,fx-v,0.2,0,both,BSD35k-CS
798799,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4084113836288452,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809644,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.40839421749115,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809148,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4083902835845947,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809301,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4083369970321655,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802315,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.408332109451294,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802048,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4083304405212402,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
833818,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.4083164930343628,14,tensor(3),fx,fx-h,0.2,0,both,BSD35k-CS
809679,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4082748889923096,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809729,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.408262014389038,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798902,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4082497358322144,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
801167,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4082289934158325,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802035,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.408226490020752,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
801999,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.408207893371582,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802011,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4081883430480957,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809662,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4081792831420898,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809713,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4081624746322632,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
800324,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4081544876098633,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
798924,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4081515073776245,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
798899,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4081171751022339,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809741,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4081095457077026,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798780,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4080655574798584,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
824115,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.408036708831787,14,tensor(3),fx,fx-h,0.2,0,both,BSD35k-CS
798771,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4079997539520264,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802040,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4079961776733398,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
807773,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.4079838991165161,14,tensor(3),fx,fx-h,0.2,0,both,BSD35k-CS
800261,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4079726934432983,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
798797,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4079655408859253,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802030,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4079426527023315,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
800319,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4079421758651733,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802305,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4079205989837646,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
801166,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4078919887542725,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802003,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4078843593597412,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
798193,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407874345779419,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802299,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4078644514083862,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802316,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4078348875045776,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
801983,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4078197479248047,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
837654,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.4077786207199097,13,tensor(3),fx,fx-m,0.2,0,both,BSD35k-CS
809554,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4077585935592651,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798783,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4077255725860596,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
798928,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4077116250991821,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
800315,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4076849222183228,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802004,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4076846837997437,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802041,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4076532125473022,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809565,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.407644271850586,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809728,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4076354503631592,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809779,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4075181484222412,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
809601,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4074618816375732,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802039,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4074552059173584,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
809567,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4074392318725586,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
798269,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4074323177337646,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802174,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4074289798736572,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
828863,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.4074288606643677,14,tensor(3),fx,fx-h,0.2,0,both,BSD35k-CS
827002,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-el,1.4073982238769531,18,tensor(3),fx,fx-el,0.2,0,both,BSD35k-CS
801126,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407396674156189,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
799890,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.4073933362960815,13,tensor(3),fx,fx-m,0.2,0,both,BSD35k-CS
800330,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4073587656021118,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
809497,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4073501825332642,0,tensor(0),m,m-sp,0.2,0,both,BSD35k-CS
802314,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.407314658164978,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
801997,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4073106050491333,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
802321,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4073090553283691,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
801165,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.407292127609253,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802438,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4072664976119995,3,tensor(1),is,is-p,0.2,0,both,BSD35k-CS
802021,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4071632623672485,1,tensor(0),m,m-si,0.2,0,both,BSD35k-CS
