sound_id,action,reason,el2n_score,class_idx,top_class_idx,top_class,class,pruning_ratio,fold,mode,dataset_source
802014,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4115699529647827,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
809020,exclude,EL2N high score selected for pruning; top_class=m; class=m-m,1.4108290672302246,2,tensor(0),m,m-m,0.1,0,both,BSD35k-CS
809706,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4103151559829712,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
802344,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4102635383605957,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
809656,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4102449417114258,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
802047,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4102270603179932,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802324,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4102226495742798,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802034,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4101290702819824,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
809726,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4099805355072021,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
802142,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4098849296569824,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
809645,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4098747968673706,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
809715,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4097956418991089,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
798959,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409764051437378,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
809736,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4097553491592407,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
802001,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4097247123718262,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
809703,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.409709095954895,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
809740,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.409428596496582,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
800251,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409360647201538,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
809730,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4093495607376099,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
798257,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4093292951583862,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
837703,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-ex,1.4093176126480103,17,tensor(3),fx,fx-ex,0.1,0,both,BSD35k-CS
802415,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409309983253479,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
809701,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4092152118682861,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
798907,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.409204363822937,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
798299,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4091873168945312,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
815877,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-h,1.4091732501983643,14,tensor(3),fx,fx-h,0.1,0,both,BSD35k-CS
801995,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4091283082962036,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802323,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4091017246246338,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
809294,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.40910005569458,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
802326,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4090749025344849,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
809623,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4090511798858643,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
798855,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4090489149093628,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
802313,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4090118408203125,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802032,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4089791774749756,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802311,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4089709520339966,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802385,exclude,EL2N high score selected for pruning; top_class=m; class=m-si,1.4088935852050781,1,tensor(0),m,m-si,0.1,0,both,BSD35k-CS
802424,exclude,EL2N high score selected for pruning; top_class=is; class=is-p,1.4088162183761597,3,tensor(1),is,is-p,0.1,0,both,BSD35k-CS
809652,exclude,EL2N high score selected for pruning; top_class=m; class=m-sp,1.4088009595870972,0,tensor(0),m,m-sp,0.1,0,both,BSD35k-CS
808872,exclude,EL2N high score selected for pruning; top_class=fx; class=fx-m,1.4087474346160889,13,tensor(3),fx,fx-m,0.1,0,both,BSD35k-CS
